koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_ror,koi_srho,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_bin_oedp_sig,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,ra,dec,koi_kepmag,koi_disposition
1.092066399,132.1028432,0.488,2.97608,401890.0,0.64771,1.47783,40.74,0.0172,83.83,1164.0,432.44,4.5334,1312.7002,15114.678,1160.6,1,0.0,-1.0,4556.0,4.67,-0.74,0.576,0.566,295.5061,44.110538,15.896,FALSE POSITIVE
3.053578643,133.878843,1.11,3.22884,52880.0,0.453323,0.66341,35.35,0.038,80.73,1035.0,271.46,6.8894,181.4957,2040.3453,661.4,1,374.0,-1.0,5414.0,4.625,-0.44,0.714,0.792,298.13141,41.950989,15.74,FALSE POSITIVE
2.992662857,131.893219,0.001,2.5258,113700.0,0.300827,3.46895,60.35,0.0398,90.0,1476.0,1123.54,11.798,253.59456,2288.0679,296.8,1,207.0,0.7505,4927.0,3.883,0.16,1.837,0.94,289.8569,46.789928,16.328,FALSE POSITIVE
4.664188563,133.670244,1.254,3.773,11360.0,0.392575,0.17481,52.09,0.0515,77.64,1221.0,525.46,5.858,187.92606,1195.9324,272.6,1,291.0,0.0,5699.0,4.192,-0.3,1.215,0.838,287.98959,38.890381,13.915,FALSE POSITIVE
0.954873008,131.851983,0.578,1.0613,33.0,0.005473,3.85217,0.81,0.0182,84.19,2325.0,6913.47,5.704879,5.319603,10.583577,1.5,1,1398.0,0.9999,6092.0,4.114,-0.6,1.363,0.881,298.05832,40.943069,11.8,FALSE POSITIVE
0.56493412,131.7871403,0.691,2.57621,252640.0,0.57282,1.05015,33.4,0.011,74.63,1458.0,1071.88,2.6069,692.44147,10405.198,1361.5,1,2012.0,0.0001,4748.0,4.729,-1.26,0.534,0.556,296.37036,41.390469,15.839,FALSE POSITIVE
1.674984844,131.793034,0.731,4.92134,234580.0,0.562236,0.35623,150.48,0.0351,78.77,3055.0,20561.29,3.7523,905.2932,7331.0435,858.8,1,626.0,-1.0,8285.0,3.971,0.07,2.451,2.05,293.57437,48.007439,14.567,FALSE POSITIVE
35.8754482,147.5086,0.026,3.972,366.7,0.01767,5.08582,2.35,0.2283,89.98,668.0,47.15,70.2,4.206401,10.37786,12.6,1,34.0,0.2448,6559.0,4.357,-0.04,1.218,1.235,290.44928,41.535789,15.353,CANDIDATE
7.31945294,137.22065,0.112,4.881,166.8,0.011683,0.54182,5.05,0.0898,89.44,1682.0,1891.07,11.53,3.8754206,13.295371,16.3,3,142.0,0.7679,5745.0,3.499,0.4,3.955,1.801,295.49811,38.644501,13.489,CONFIRMED
35.8007112,144.92169,0.043,8.219,417.4,0.018458,0.5732,7.97,0.2588,89.93,991.0,227.68,33.86,5.2988043,15.342841,25.0,3,33.0,0.5701,5745.0,3.499,0.4,3.955,1.801,295.49811,38.644501,13.489,CONFIRMED
0.790049989,132.11148,0.185,2.794,70.8,0.00763,0.33422,0.67,0.0156,85.23,1724.0,2082.67,2.226,3.653655,10.599495,12.3,1,1694.0,0.0219,5427.0,4.53,-0.24,0.808,0.807,292.53809,41.206612,15.53,FALSE POSITIVE
4.32710579,131.5891,0.025,3.872,84.1,0.008287,0.64844,3.58,0.0633,89.83,2004.0,3805.87,8.63,3.7869942,9.682645,9.5,3,224.0,0.9001,5745.0,3.499,0.4,3.955,1.801,295.49811,38.644501,13.489,CANDIDATE
14.15402615,144.17685,1.199,4.115,21653.0,0.410192,0.70367,29.61,0.0992,86.48,495.0,14.25,19.53,189.60767,563.86554,23.9,1,78.0,0.9559,4352.0,4.61,-0.04,0.661,0.65,290.35443,41.76918,15.056,FALSE POSITIVE
33.93754213,147.182401,1.979,11.1677,32990.0,1.187681,0.16909,138.25,0.2103,84.78,618.0,34.42,21.75,1374.4504,5193.9497,1112.0,1,36.0,0.2797,6220.0,4.414,-0.1,1.066,1.07,293.03067,42.63522,15.191,FALSE POSITIVE
20.7057153,139.9803,0.922,9.678,115.9,0.012104,0.0145,3.22,0.1629,82.32,967.0,206.73,6.9,3.6643867,11.643734,13.5,1,66.0,0.3198,5668.0,3.792,0.14,2.437,1.338,298.11887,40.37505,14.276,CONFIRMED
60.532988,134.57461,0.618,7.086,467.5,0.020634,0.76954,1.91,0.2961,89.33,420.0,7.36,53.0,4.6461225,12.710663,23.8,1,17.0,0.1458,5631.0,4.557,-0.06,0.847,0.946,294.25037,39.943939,14.196,CANDIDATE
3.7228679,134.635,0.8,9.557,52.1,0.007308,0.01125,0.74,0.0472,66.65,1182.0,461.27,2.02,3.659958,7.5423293,9.8,1,366.0,0.3541,6046.0,4.509,-0.2,0.927,1.011,292.01721,41.562809,15.202,FALSE POSITIVE
58.0198583,151.85007,0.951,5.348,1286.6,0.044054,0.25545,3.46,0.2711,88.47,354.0,3.7,35.69,23.154446,46.58143,66.0,3,16.0,0.0968,4920.0,4.62,0.07,0.72,0.822,287.60559,49.523258,12.231,CONFIRMED
15.0617835,140.1111,0.114,6.31,196.6,0.01273,0.5161,1.61,0.1204,89.64,794.0,94.08,18.36,3.509434,9.886063,12.1,2,74.0,0.464,5806.0,4.321,0.14,1.158,1.024,283.79782,46.931,15.386,CANDIDATE
4.286103033,134.590777,0.544,2.6422,173360.0,0.399778,4.22453,25.8,0.0432,88.05,686.0,52.42,16.008,740.3565,5723.9014,397.1,1,267.0,0.1063,4206.0,4.663,-0.28,0.591,0.587,293.46356,42.88406,15.295,FALSE POSITIVE
290.7778719,393.511387,0.761,12.0525,225770.0,0.564828,3.58215,45.27,0.7829,89.83,222.0,0.58,252.04,2187.0562,3444.8755,1836.8,1,4.0,0.0,5207.0,4.585,-0.3,0.734,0.756,283.89862,42.299992,14.282,FALSE POSITIVE
5.017239915,134.490136,0.191,4.36126,144640.0,0.354356,1.23808,41.75,0.0591,89.07,1229.0,538.77,11.811,1184.3469,5171.72,970.9,1,36.0,-1.0,6519.0,4.41,-0.36,1.079,1.091,294.92371,47.249989,14.115,FALSE POSITIVE
0.937923475,132.34501,0.515,3.164,40.4,0.005928,0.19537,0.52,0.0181,75.72,1588.0,1503.05,2.087,3.280493,9.187053,12.0,1,1142.0,0.0611,5398.0,4.58,-0.04,0.805,0.902,294.11649,40.681061,14.403,FALSE POSITIVE
204.0329342,253.536626,0.49,17.5623,411370.0,0.65162,1.24687,57.35,0.654,89.8,272.0,1.29,140.0,2058.6953,2607.3408,884.9,1,0.0,-1.0,5553.0,4.577,-0.16,0.806,0.903,292.37616,37.657459,15.734,FALSE POSITIVE
2.148219541,132.76673,0.424,2.94091,457840.0,0.675881,3.09519,49.6,0.0283,87.33,1009.0,244.99,9.106,978.16833,13139.942,619.8,1,1055.0,0.0,4694.0,4.6,-0.28,0.672,0.657,289.25281,42.562611,15.783,FALSE POSITIVE
58.621578824,178.5674958,0.896,8.52961,142950.0,0.51068,1.43506,40.43,0.2607,89.2,385.0,5.19,63.882,772.4665,2771.4924,1887.7,1,23.0,0.1221,5232.0,4.554,-0.52,0.725,0.686,295.61038,43.260422,15.161,FALSE POSITIVE
3.125821128,134.479684,1.269,2.2163,5025.4,0.355068,0.28505,110.58,0.048,76.09,2087.0,4481.76,5.28,114.50663,728.43475,245.2,1,429.0,0.0001,6137.0,3.705,0.07,2.852,1.505,287.15167,42.110378,12.77,FALSE POSITIVE
1.032068851,131.8383,1.014,2.1344,121990.0,0.571264,1.73073,44.35,0.0179,77.27,1221.0,523.01,4.6,242.72987,2383.76,140.0,1,505.0,0.0,4387.0,4.587,0.28,0.711,0.712,282.55338,43.417358,16.177,FALSE POSITIVE
6.6751871,137.4528,0.251,2.372,178.3,0.012257,3.98234,1.09,0.067,89.32,890.0,148.28,21.1,3.2115905,7.848803,7.0,1,168.0,0.2785,5774.0,4.567,-0.3,0.818,0.907,299.33994,40.925362,15.554,FALSE POSITIVE
1.450205839,131.985523,1.236,3.6373,25884.0,0.448824,0.16763,92.78,0.0295,62.22,2675.0,12063.44,2.651,306.18326,2581.0017,419.0,1,246.0,0.0,7564.0,4.093,-0.08,1.893,1.621,295.81686,44.00568,13.91,FALSE POSITIVE
3.224486463,131.855925,0.421,4.61686,403730.0,0.624301,1.08976,79.08,0.0435,87.13,1456.0,1060.42,8.4294,749.0908,6172.312,1905.1,1,274.0,-1.0,6389.0,4.331,-0.24,1.16,1.046,298.35327,47.66888,16.169,FALSE POSITIVE
44.14579777,167.392037,0.864,4.088,224230.0,0.636114,14.62953,62.24,0.237,89.57,504.0,15.25,114.65,401.78613,998.9513,434.9,1,16.0,0.8569,5876.0,4.492,-0.3,0.896,0.91,288.31876,51.725361,16.442,FALSE POSITIVE
33.3239576,132.58989,0.47,37.217,2012.1,0.042066,0.00447,2.55,0.1684,85.79,416.0,7.06,6.4,5.590116,17.110765,173.7,1,41.0,0.5088,5192.0,4.707,-1.98,0.555,0.572,284.85162,45.86351,15.213,FALSE POSITIVE
17.9559673,139.0347,0.979,6.237,137.0,0.014983,0.01245,1.96,0.1317,80.55,750.0,74.61,5.96,3.5913675,10.403063,11.9,2,60.0,0.3163,5641.0,4.258,0.07,1.195,0.944,297.47839,46.81575,14.388,CANDIDATE
0.94102954,131.9021,0.119,4.415,34.5,0.00535,0.11183,1.41,0.0204,86.07,2761.0,13794.93,1.7363,3.7622826,8.804077,13.3,1,1434.0,0.203,5766.0,3.783,-0.08,2.409,1.283,299.37268,41.236671,13.134,FALSE POSITIVE
1.992812339,131.70565,1.127,2.066,314.8,0.148573,0.03649,6.81,0.0238,55.11,675.0,48.82,1.971,4.3703732,12.93635,16.8,4,643.0,0.383,3638.0,4.844,-0.14,0.42,0.45,291.285,40.730049,15.855,CONFIRMED
36.514374043,163.794463,0.133,6.48255,111620.0,0.304683,2.47207,33.27,0.22,89.86,546.0,21.08,55.853,571.0743,2339.201,1701.1,1,26.0,0.9502,5811.0,4.465,0.21,1.0,1.066,294.19629,38.83712,15.423,FALSE POSITIVE
39.818832,166.65072,0.6,10.757,199.1,0.013418,0.14716,2.23,0.2285,88.51,650.0,42.32,23.1,6.447694,20.434702,29.4,2,27.0,0.9304,5710.0,4.073,0.0,1.524,1.003,286.64642,49.937778,13.102,CONFIRMED
25.4337864,143.1302,0.232,6.514,302.0,0.015845,0.75163,2.0,0.1707,89.55,667.0,46.8,29.51,4.3568826,12.159048,14.3,2,43.0,0.0199,5806.0,4.321,0.14,1.158,1.024,283.79782,46.931,15.386,CONFIRMED
67.451045,151.96756,1.01,8.9387,7062.8,0.153381,0.13836,36.7,0.3169,88.2,562.0,23.61,32.2,132.89188,408.99457,205.4,1,20.0,0.9865,4847.0,3.726,0.07,2.191,0.93,297.16977,50.147369,13.342,FALSE POSITIVE
2.69339974,131.9006,0.279,1.936,147.5,0.011019,2.88649,1.04,0.0363,88.45,1151.0,415.96,10.34,2.969617,7.3883557,8.7,1,497.0,0.6502,5355.0,4.511,0.07,0.863,0.88,298.68607,41.521069,15.673,CANDIDATE
10.43003118,133.2962,0.283,2.029,120.0,0.010153,9.6061,1.14,0.0962,89.57,906.0,159.58,38.1,3.1602416,9.283271,10.6,1,130.0,0.2524,6277.0,4.449,-0.18,1.031,1.085,295.63855,46.132549,14.412,CANDIDATE
27.63714708,143.93342,0.669,1.7277,735.5,0.026279,21.30054,6.96,0.193,89.6,816.0,104.6,95.1,7.610203,27.21433,27.4,1,47.0,0.2876,5214.0,3.766,0.06,2.427,1.254,298.0759,45.18903,13.851,CANDIDATE
52.6095103,158.6253,0.102,8.202,203.7,0.012978,0.82312,1.83,0.2846,89.88,553.0,22.13,49.38,5.626654,12.531937,15.3,1,27.0,0.7982,5881.0,4.259,0.16,1.294,1.109,298.0834,40.34621,14.192,CONFIRMED
198.7106251,156.51819,0.026,8.638,2094.8,0.040799,2.92892,3.56,0.6253,89.99,258.0,1.05,182.85,18.796495,44.26747,62.1,2,8.0,0.0471,5180.0,4.548,0.0,0.8,0.825,286.55807,38.405369,14.443,CONFIRMED
15.873380595,143.859941,3.454,8.0429,208360.0,3.047001,2.45958,630.53,0.126,83.8,962.0,202.23,32.0,1359.285,5661.377,978.2,1,48.0,-1.0,5622.0,3.907,-0.12,1.895,1.056,299.04727,41.538078,14.679,FALSE POSITIVE
50.563697,145.8658,0.779,5.381,50.5,0.007117,0.71112,1.57,0.3102,89.03,761.0,79.36,45.8,4.1382446,8.229843,6.8,1,14.0,0.7315,6759.0,4.018,0.12,2.022,1.552,295.19501,40.670841,10.948,CANDIDATE
65.583665567,182.6493381,0.72,5.01216,242400.0,0.566724,11.84213,41.22,0.2858,89.7,371.0,4.5,139.12,846.3314,3078.5808,1649.5,1,20.0,0.0,5516.0,4.65,-0.84,0.666,0.721,294.43863,48.985241,15.743,FALSE POSITIVE
394.67816267,346.1399939,0.708,6.05443,253380.0,0.575438,41.81694,52.16,0.9797,89.94,235.0,0.72,700.91,1285.1992,2223.4897,1500.7,1,0.0,-1.0,5780.0,4.505,-0.54,0.83,0.803,285.60162,41.817532,15.207,FALSE POSITIVE
111.31980522,226.648705,0.234,23.0078,62705.0,0.226038,0.1344,63.68,0.4352,89.7,539.0,20.01,44.487,1307.1799,2281.4678,3433.7,1,12.0,0.0001,5022.0,3.562,-0.34,2.58,0.887,290.51163,44.556019,12.439,FALSE POSITIVE
110.29512684,235.750948,0.248,16.5339,176340.0,0.387633,0.5239,37.88,0.4397,89.8,362.0,4.06,69.583,847.1405,2123.3396,2084.3,1,10.0,0.0001,5753.0,4.503,-0.14,0.895,0.931,295.46201,39.084389,15.258,FALSE POSITIVE
95.178317934,224.596785,0.761,3.60125,128580.0,0.403168,28.14794,28.75,0.352,89.82,272.0,1.29,237.988,1078.3578,3152.2512,2279.1,1,15.0,0.0007,4523.0,4.615,-0.24,0.653,0.641,296.33862,48.75758,14.401,FALSE POSITIVE
31.2543238,155.047,0.019,5.662,438.0,0.019192,1.53674,2.29,0.2053,89.98,635.0,38.54,42.97,4.9714828,12.085419,14.7,1,39.0,0.6267,6246.0,4.433,0.07,1.092,1.18,293.07062,48.387741,15.82,CONFIRMED
61.4911479,163.633663,0.681,9.745,58703.0,0.237907,0.61955,22.76,0.302,89.22,438.0,8.7,49.844,408.10544,1553.7749,1421.7,1,20.0,0.0,5830.0,4.54,-0.14,0.876,0.97,294.35663,45.195011,15.523,FALSE POSITIVE
110.2867031,239.22128,0.675,4.427,145.3,0.011693,4.58014,1.41,0.4393,89.73,414.0,6.96,143.3,5.3674135,9.958855,16.4,4,8.0,0.0842,5931.0,4.322,-0.24,1.101,0.929,283.23581,41.34304,11.818,CONFIRMED
11.8061737,138.2641,0.905,4.472,88.1,0.010108,0.10161,2.87,0.1216,84.28,1407.0,926.72,9.08,3.748976,12.1275425,10.1,2,107.0,0.984,6900.0,3.843,0.0,2.599,1.714,281.97125,43.672771,12.082,CONFIRMED
6.15828666,135.4969,0.595,6.329,57.7,0.007218,0.11245,1.2,0.0658,84.39,1212.0,510.35,6.09,4.548496,12.567676,16.4,2,165.0,0.7006,5710.0,4.073,0.0,1.524,1.003,286.64642,49.937778,13.102,CONFIRMED
10.828825742,134.9251984,0.137,0.7275,92.1,0.008842,236.83431,0.76,0.0912,89.93,758.0,78.3,113.653628,8.613682,7.7490234,4.8,1,121.0,0.2419,5862.0,4.584,-0.52,0.785,0.865,288.65695,41.399529,13.492,FALSE POSITIVE
82.292865,212.0314,0.195,7.048,371.1,0.017445,1.97446,1.82,0.3679,89.87,400.0,6.07,89.1,4.945416,11.753131,13.0,1,16.0,0.3457,5626.0,4.467,0.14,0.957,0.977,281.29581,44.465401,14.828,CONFIRMED
92.436978,163.5794,0.943,6.432,955.2,0.035765,0.23138,2.89,0.3729,88.85,348.0,3.46,47.1,5.5740213,13.0419855,17.8,1,15.0,0.4802,5595.0,4.606,-0.48,0.741,0.808,295.69357,42.609509,15.449,CONFIRMED
65.427645,176.2733,0.004,9.404,319.0,0.016342,0.69676,1.65,0.3178,90.0,453.0,9.94,54.024,5.477174,13.705964,15.6,1,21.0,0.3965,6014.0,4.504,-0.2,0.926,0.998,296.0069,50.281811,14.821,CANDIDATE
11.08260553,136.6562,0.966,6.23,601.2,0.03062,0.01895,7.34,0.0915,78.8,1108.0,355.64,4.974,12.174835,32.28799,51.3,1,127.0,0.0271,5125.0,3.674,-0.5,2.196,0.831,293.25259,46.04903,13.566,FALSE POSITIVE
22.7832776,145.53344,0.626,4.194,120.2,0.010545,1.30145,1.33,0.1663,88.81,759.0,78.41,32.9,7.209073,11.724663,18.2,1,57.0,,6517.0,4.382,-0.14,1.159,1.181,297.49515,41.4147,12.972,FALSE POSITIVE
23.737952838,147.006678,1.004,8.50818,95884.0,0.487862,0.43244,53.27,0.1564,87.55,620.0,34.94,23.441,1623.0894,7395.937,1221.2,1,0.0,-1.0,5559.0,4.394,0.04,1.0,0.903,298.37177,41.291759,15.147,FALSE POSITIVE
21.4618453,132.2156,1.139,5.675,122.2,0.150178,0.00428,19.89,0.1527,75.99,722.0,64.17,4.71,4.0876045,11.119324,13.4,1,63.0,0.9817,5806.0,4.283,0.12,1.213,1.028,294.91699,45.680679,13.798,FALSE POSITIVE
75.13194883,184.429462,0.487,20.8729,122370.0,0.32928,0.13197,26.21,0.3164,89.18,359.0,3.94,34.0217,1075.4056,2783.8623,3625.5,2,17.0,0.0031,5365.0,4.586,-0.46,0.729,0.747,292.72137,41.904919,14.658,FALSE POSITIVE
369.069345,298.3962,0.929,5.832,945.9,0.036085,1.51624,3.07,0.9231,89.76,197.0,0.35,222.0,8.887358,14.40233,11.7,2,4.0,0.3232,4855.0,4.542,0.12,0.778,0.769,287.73755,38.114559,14.521,CANDIDATE
243.82122131,159.4958018,1.029,10.9312,56799.0,0.394089,1.30981,56.63,0.7812,89.63,365.0,4.18,160.26,1158.3754,2228.4626,2804.3,1,6.0,0.3365,6370.0,4.228,-0.26,1.316,1.064,292.26044,40.703678,13.297,FALSE POSITIVE
0.77459856,132.3192077,,2.71,,,,,,,,,,4.791103,12.850289,,1,1334.0,0.9085,,,,,,283.69891,40.76804,14.737,FALSE POSITIVE
16.227548674,136.6397289,0.795,5.08666,192690.0,0.535852,2.36264,46.52,0.1208,88.58,599.0,30.52,32.039,637.05695,3094.552,1870.0,1,56.0,0.0,5297.0,4.587,0.07,0.795,0.905,297.19037,46.826481,15.901,FALSE POSITIVE
47.189437,148.044865,0.5357,11.555,370870.0,0.628464,0.93885,66.71,0.2402,89.38,484.0,13.01,47.989,,,804.0,1,,,5458.0,4.381,-0.08,0.972,0.828,286.84851,39.304939,15.624,FALSE POSITIVE
1.501760172,131.5669078,0.518,5.85519,387900.0,0.645438,0.28491,90.92,0.0277,80.79,1905.0,3110.42,3.23855,3941.8987,23665.348,2624.0,1,320.0,0.0,6327.0,4.315,0.21,1.29,1.257,295.21747,39.910042,11.825,FALSE POSITIVE
4.05325447,134.744552,15.329,4.0116,110920.0,14.708329,33.23987,1668.79,0.0517,60.02,1191.0,475.36,30.7,478.86362,4482.8667,446.1,1,279.0,0.0,6022.0,4.453,0.12,1.039,1.116,292.02689,49.20718,15.537,FALSE POSITIVE
7.68433346,133.36007,0.951,1.4346,1175.0,0.041382,1.69524,2.58,0.0634,86.87,583.0,27.35,17.43,8.107744,44.417595,28.5,3,135.0,0.6242,4402.0,4.682,-0.58,0.572,0.575,285.60254,50.112041,14.265,CONFIRMED
1.549979213,132.675027,0.486,7.5945,370550.0,0.608012,0.13961,136.64,0.0255,79.25,2141.0,4986.15,2.6076,567.5066,3654.8508,672.7,1,672.0,-1.0,5408.0,3.777,-0.52,2.058,0.925,285.9259,41.09082,13.939,FALSE POSITIVE
11.16622885,134.96951,0.176,3.389,353.9,0.017052,2.43445,1.56,0.0955,89.6,725.0,65.16,25.22,3.713431,10.157672,13.6,2,120.0,0.725,5552.0,4.562,-0.04,0.836,0.931,294.90594,43.381889,15.927,CANDIDATE
10.99381963,133.253208,1.274,3.7889,1685.8,0.317936,0.06765,40.17,0.101,80.3,978.0,216.57,7.56,64.86803,203.52951,102.9,2,125.0,0.7568,6553.0,4.366,-0.28,1.157,1.136,300.78394,44.192558,13.427,FALSE POSITIVE
10.9938087,138.80624,0.924,5.0403,1456.9,0.042171,0.08256,5.33,0.101,83.43,978.0,216.57,8.08,143.22507,415.9402,100.4,2,123.0,0.9016,6553.0,4.366,-0.28,1.157,1.136,300.78394,44.192558,13.427,FALSE POSITIVE
23.1334494,154.45296,0.954,3.602,456.3,0.025021,0.22112,2.55,0.1453,87.03,638.0,39.2,18.43,4.7432737,19.557686,21.6,1,60.0,0.7211,5712.0,4.382,-0.52,0.932,0.763,297.75192,43.447578,14.656,CANDIDATE
8.9539656,132.8453,0.656,4.898,70.4,0.008108,0.29053,0.84,0.0823,86.49,923.0,171.51,10.72,3.4967704,9.06156,12.2,2,143.0,0.1879,6168.0,4.452,-0.5,0.947,0.925,286.51019,38.618309,13.776,CANDIDATE
13.7281373,143.55218,0.748,5.304,106.6,0.010234,0.24469,1.06,0.1094,86.81,800.0,97.06,13.46,3.7121782,11.350128,15.4,2,97.0,0.8071,6168.0,4.452,-0.5,0.947,0.925,286.51019,38.618309,13.776,CANDIDATE
16.5860329,133.28136,0.167,7.043,231.3,0.013767,0.40099,2.09,0.127,89.47,821.0,107.25,18.0,3.9014094,12.6143675,14.6,2,80.0,0.0339,5626.0,4.149,0.14,1.389,0.991,293.62976,45.74065,15.589,CONFIRMED
26.83771808,158.125331,0.917,1.6162,8512.0,0.108646,12.9281,12.68,0.1845,89.33,658.0,44.22,79.0,50.18696,231.85612,101.4,1,39.0,0.0785,6194.0,4.445,0.07,1.069,1.161,285.1478,41.388908,14.426,CANDIDATE
16.7525077,131.59834,0.763,3.174,338.3,0.018524,1.35716,3.65,0.1262,88.39,801.0,97.43,27.2,4.38105,17.22608,18.2,1,80.0,0.6646,4807.0,3.906,0.48,1.802,0.955,288.59711,41.03643,14.534,CONFIRMED
3.53105835,134.3171,1.213,1.778,310.8,0.231298,0.06295,10.61,0.0348,69.5,558.0,22.83,3.46,2.6556892,7.644603,11.7,4,336.0,0.2055,3638.0,4.844,-0.14,0.42,0.45,291.285,40.730049,15.855,CANDIDATE
49.612757516,165.9984372,0.929,7.07603,130460.0,0.506988,1.97546,57.08,0.2723,89.16,536.0,19.46,63.582,797.7214,2892.7864,2070.3,1,21.0,0.0843,6241.0,4.45,-0.14,1.031,1.088,293.21729,39.207809,15.217,FALSE POSITIVE
6.32589574,133.27081,0.181,1.383,192.5,0.012726,19.96947,1.14,0.0647,89.7,901.0,156.27,34.8,3.1088266,8.370732,8.8,1,213.0,0.6196,5749.0,4.568,-0.28,0.818,0.907,289.33551,41.683449,15.421,CANDIDATE
11.9378354,133.2612,0.036,4.652,246.0,0.014211,1.04289,1.15,0.0954,89.9,671.0,47.91,19.88,3.5166204,9.048919,9.6,1,91.0,0.9246,5469.0,4.611,-0.38,0.738,0.826,296.65256,46.618809,15.954,CANDIDATE
32.715906,135.9204,0.25,10.79,135.7,0.010568,0.20647,3.68,0.233,89.37,902.0,156.74,22.69,3.8001714,10.58653,13.1,1,39.0,0.9123,5527.0,3.627,0.16,3.192,1.574,289.09845,45.02309,14.462,CANDIDATE
15.3317719,142.5217,0.802,5.467,179.2,0.013624,0.18991,1.91,0.1216,86.55,821.0,107.44,13.31,3.3399315,11.514287,13.3,1,88.0,0.8265,5726.0,4.228,0.16,1.285,1.018,293.7674,42.829208,15.098,CONFIRMED
82.331756,133.0814,0.027,8.664,283.2,0.015333,1.11638,2.08,0.3864,89.98,474.0,11.96,73.7,4.0424094,9.593206,11.9,1,18.0,0.4897,5997.0,4.304,0.16,1.242,1.135,287.32269,38.279709,14.872,CANDIDATE
84.704139,152.1832,0.01,10.393,655.7,0.02339,0.68214,4.17,0.4089,89.99,537.0,19.59,63.72,6.0028315,13.789443,17.0,1,11.0,0.5902,6085.0,4.115,0.14,1.634,1.271,298.95914,48.25782,15.169,CONFIRMED
0.755105584,131.8133513,0.732,5.02374,250030.0,0.58683,0.2579,76.26,0.0173,68.32,2412.0,7996.1,1.9809,2409.1338,11467.141,2158.5,1,1378.0,-1.0,6592.0,4.369,-0.12,1.19,1.211,284.35217,40.71471,11.638,FALSE POSITIVE
101.26336282,214.125128,0.944,17.8951,72792.0,0.37945,0.15176,44.0,0.4344,88.76,435.0,8.47,43.4912,825.60876,2230.059,3573.1,1,13.0,0.0594,6309.0,4.413,-0.2,1.062,1.058,290.42529,46.889938,14.319,FALSE POSITIVE
120.58167178,248.238772,0.845,8.2904,192900.0,0.567504,4.10773,41.71,0.4322,89.67,291.0,1.7,146.7,1008.1766,2436.5774,1184.8,1,10.0,0.0019,5294.0,4.651,-0.54,0.673,0.744,288.45081,40.432449,15.777,FALSE POSITIVE
1.558544209,131.567665,0.507,3.3727,225590.0,0.454191,0.91799,35.12,0.0234,84.07,1182.0,460.09,4.9031,463.97357,5320.655,421.6,1,731.0,0.0,4868.0,4.582,-0.22,0.708,0.7,283.31787,48.404598,14.498,FALSE POSITIVE
2.63757408,131.575561,1.107,5.9626,169660.0,0.730483,0.28124,76.02,0.0382,76.36,1242.0,563.22,4.694,538.64246,6294.272,1471.6,1,435.0,0.0,5639.0,4.509,0.36,0.953,1.071,293.66934,46.297459,15.902,FALSE POSITIVE
8.64636188,135.46223,0.294,8.73607,218070.0,0.438049,0.30811,54.24,0.0859,88.42,1033.0,268.95,10.6784,1582.1962,4309.3545,2441.7,1,21.0,0.0,6444.0,4.382,-0.18,1.134,1.128,294.38858,43.69054,14.097,FALSE POSITIVE
125.288206,252.0979,0.066,3.695,241.6,0.014142,21.70482,1.5,0.4972,89.99,363.0,4.1,262.1,4.725069,8.682215,9.4,1,11.0,0.3544,5881.0,4.48,0.06,0.973,1.044,296.17761,41.014118,14.179,FALSE POSITIVE
112.46358893,197.557702,0.523,31.8273,242410.0,0.479766,0.07811,129.04,0.5519,89.2,692.0,54.2,37.379,1519.3093,3843.2417,1374.0,1,13.0,0.0813,7426.0,3.903,-0.08,2.463,1.769,296.45337,49.786549,10.967,FALSE POSITIVE
27.0965146,139.3521,0.769,8.42,208.4,0.014451,0.11159,2.13,0.179,87.3,700.0,56.79,16.3,4.3452373,14.673198,16.4,2,52.0,0.368,5775.0,4.193,0.14,1.352,1.038,292.22977,40.808949,14.886,CANDIDATE
11.5474983,139.9777,0.495,6.684,115.5,0.010036,0.22364,1.48,0.1014,87.56,930.0,176.97,11.64,3.3055933,9.804899,12.3,2,112.0,0.9381,5775.0,4.193,0.14,1.352,1.038,292.22977,40.808949,14.886,CANDIDATE
42.39930429,354.461453,0.336,18.3609,205990.0,0.425527,0.1539,44.7,0.2409,89.21,542.0,20.46,24.4549,1309.0519,3030.4233,2261.9,1,26.0,-1.0,6153.0,4.487,-0.22,0.962,1.036,299.06943,40.515659,15.747,FALSE POSITIVE
83.2664103,194.23925,0.029,2.813,620.0,0.022432,33.67336,2.89,0.3654,89.99,439.0,8.78,231.1,4.309506,11.199243,10.9,1,17.0,0.6621,5538.0,4.266,0.16,1.18,0.937,291.85522,38.393131,14.97,CANDIDATE
5.91039905,132.7277844,,3.85,,,,,,,,,,3.3199077,11.649134,,2,148.0,0.2843,,,,,,293.83688,40.41045,15.169,FALSE POSITIVE
11.6044881,139.05603,0.118,3.409,267.6,0.014751,2.53149,1.88,0.0981,89.74,841.0,118.5,26.22,4.0990252,11.719749,14.5,3,113.0,0.0335,5533.0,4.275,0.16,1.166,0.934,289.66489,50.020039,15.254,CONFIRMED
